unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives
21,Parallel Computing: Overview of Basic Principles with familiar Examples,1,Decomposition I,,,assets/slides/Lecture_21.pdf,R-wHQW2YuRE,"<p>Geoffrey describes why parallel computing is essential with Big Data and distinguishes parallelism over users to that over the data in problem. The general ideas behind data decomposition are given followed by a few often whimsical examples dreamed up 30 years ago in the early heady days of parallel computing. These include scientific simulations, defense outside missile attack and computer chess. The basic problem of parallel computing -- efficient coordination of separate tasks processing different data parts --  is described with MPI and MapReduce as two approaches. The challenges of data decomposition in irregular problems is noted.</p>"
21,Parallel Computing: Overview of Basic Principles with familiar Examples,2,Decomposition II,,,assets/slides/Lecture_21.pdf,iIi9wdvlwCM,"<p>Geoffrey describes why parallel computing is essential with Big Data and distinguishes parallelism over users to that over the data in problem. The general ideas behind data decomposition are given followed by a few often whimsical examples dreamed up 30 years ago in the early heady days of parallel computing. These include scientific simulations, defense outside missile attack and computer chess. The basic problem of parallel computing -- efficient coordination of separate tasks processing different data parts --  is described with MPI and MapReduce as two approaches. The challenges of data decomposition in irregular problems is noted.</p>"
21,Parallel Computing: Overview of Basic Principles with familiar Examples,3,Decomposition III,,,assets/slides/Lecture_21.pdf,F0aeeLeTD9I,"<p>Geoffrey describes why parallel computing is essential with Big Data and distinguishes parallelism over users to that over the data in problem. The general ideas behind data decomposition are given followed by a few often whimsical examples dreamed up 30 years ago in the early heady days of parallel computing. These include scientific simulations, defense outside missile attack and computer chess. The basic problem of parallel computing -- efficient coordination of separate tasks processing different data parts --  is described with MPI and MapReduce as two approaches. The challenges of data decomposition in irregular problems is noted.</p>"
21,Parallel Computing: Overview of Basic Principles with familiar Examples,4,Parallel Computing in Society I,,,assets/slides/Lecture_21.pdf,8rtjoe8AeJw,<p>This lesson from the past notes that one can view society as an approach to parallel linkage of people. The largest example given is that of the construction of a long wall such as that (Hadrian's wall) between England and Scotland. Different approaches to parallelism are given with formulae for the speed up and efficiency. The concepts of grain size (size of problem tackled by an individual processor) and coordination overhead are exemplified. This example also illustrates Amdahl's law and the relation between data and processor topology. The lesson concludes with other examples from nature including collections of neurons (the brain) and ants.</p>
21,Parallel Computing: Overview of Basic Principles with familiar Examples,5,Parallel Computing in Society II,,,assets/slides/Lecture_21.pdf,7sCgH_TTPGk,<p>This lesson from the past notes that one can view society as an approach to parallel linkage of people. The largest example given is that of the construction of a long wall such as that (Hadrian's wall) between England and Scotland. Different approaches to parallelism are given with formulae for the speed up and efficiency. The concepts of grain size (size of problem tackled by an individual processor) and coordination overhead are exemplified. This example also illustrates Amdahl's law and the relation between data and processor topology. The lesson concludes with other examples from nature including collections of neurons (the brain) and ants.</p>
21,Parallel Computing: Overview of Basic Principles with familiar Examples,6,Parallel Processing for Hadrian's Wall,,,assets/slides/Lecture_21.pdf,ZD2AQ08cy8I,<p>This lesson returns to Hadrian's wall and uses it to illustrate advanced issues in parallel computing. First Geoffrey describes the basic SPMD -- Single Program Multiple Data -- model. Then irregular but homogeneous and heterogeneous problems are discussed. Static and dynamic load balancing is needed. Inner parallelism (as in vector instruction or the multiple fingers of masons) and outer parallelism (typical data parallelism) are demonstrated. Parallel I/O for Hadrian's wall is followed by a slide summarizing this quaint comparison between Big data parallelism and the construction of a large wall.</p>
22,Cloud Technology Part I: Introduction,1,Cyberinfrastructure for E-MoreOrLessAnything,,,assets/slides/Lecture_22.pptx,mX4RFZLLU34,<p>This introduction describes Cyberinfrastructure or e-infrastructure and its role in solving the electronic implementation of any problem where e-moreorlessanything is another term for moreorlessanything-Informatics and generalizes early discussion of e-Science and e-Business.</p>
22,Cloud Technology Part I: Introduction,2,What is Cloud Computing: Introduction,,,assets/slides/Lecture_22.pptx,Od_mYXRs5As,"<p>Cloud Computing is introduced with an operational definition involving virtualization and efficient large data centers that can rent computers in an elastic fashion. The role of services is essential -- it underlies capabilities being offered in the cloud. The four basic aaS's -- Software (SaaS), Platform (Paas), Infrastructure (IaaS) and Network (NaaS) -- are introduced with Research aaS and other capabilities (for example Sensors aaS are discussed later) being built on top of these.</p>"
22,Cloud Technology Part I: Introduction,3,What and Why  is Cloud Computing: Several Other Views I,,,assets/slides/Lecture_22.pptx,5VeqMjXKU_Y,<p>This lesson contains 5 slides with diverse comments on ''what is cloud computing'' from the web.</p>
22,Cloud Technology Part I: Introduction,4,What and Why  is Cloud Computing: Several Other Views II,,,assets/slides/Lecture_22.pptx,J963LR0PS_g,<p>This lesson contains 5 slides with diverse comments on ''what is cloud computing'' from the web.</p>
22,Cloud Technology Part I: Introduction,5,What and Why  is Cloud Computing: Several Other Views III,,,assets/slides/Lecture_22.pptx,_ryLXUnOAzo,<p>This lesson contains 5 slides with diverse comments on ''what is cloud computing'' from the web.</p>
22,Cloud Technology Part I: Introduction,6,Gartner's Emerging Technology Landscape for Clouds and Big Data,,,assets/slides/Lecture_22.pptx,N7aEtU1mUwc,"<p>This lesson gives Gartner's projections around futures of cloud and Big data. We start with a review of hype charts and then go into detailed Gartner analyses of the Cloud and Big data areas. Big data itself is at the top of the hype and by definition predictions of doom are emerging. Before too much excitement sets in, note that spinach is above clouds and Big data in Google trends.</p>"
22,Cloud Technology Part I: Introduction,7,Simple Examples of use of Cloud Computing,,,assets/slides/Lecture_22.pptx,VCctCP6BKEo,<p>This short lesson gives two examples of rather straightforward commercial applications of cloud computing. One is server consolidation for multiple Microsoft database applications and the second is the benefits of scale comparing gmail to multiple smaller installations. It ends with some fiscal comments</p>
22,Cloud Technology Part I: Introduction,8,Value of Cloud Computing,,,assets/slides/Lecture_22.pptx,HM1dZCxdsaA,<p>Some comments on fiscal value of cloud computing</p>
23,Cloud Technology Part II: Software and Systems,1,What is Cloud Computing: Applications and Architectures,,,assets/slides/Lecture_23.pptx,h3Rpb0Eyj1c,<p>This lesson gives some general remark of cloud systems from an architecture and application perspective.</p>
23,Cloud Technology Part II: Software and Systems,2,Introduction to Cloud Software Architecture: IaaS and PaaS I,,,assets/slides/Lecture_23.pptx,1AnyJYyh490,<p>Geoffrey discusses cloud software for the cloud starting at virtual machine management (IaaS) and the broad Platform (middleware) capabilities with examples from Amazon and academic studies.</p>
23,Cloud Technology Part II: Software and Systems,3,Introduction to Cloud Software Architecture: IaaS and PaaS II,,,assets/slides/Lecture_23.pptx,hVpFAUHcAd4,<p>Geoffrey discusses cloud software for the cloud starting at virtual machine management (IaaS) and the broad Platform (middleware) capabilities with examples from Amazon and academic studies.</p>
23,Cloud Technology Part II: Software and Systems,4,Data in the Cloud,,,assets/slides/Lecture_23.pptx,HdtIOnk3qX4,"<p>Databases, File systems, Object Stores and NOSQL are discussed and compared. The way to build a modern data repository in the cloud is introduced.</p>"
24,Cloud Computing Technology Part III: Architectures and Applications,1,Cloud (Data Center) Architectures I,,,assets/slides/Lecture_24.pptx,j0P32DmQjI8,"<p>Some remarks on what it takes to build (in software) a cloud ecosystem, and why clouds are the data center of the future are followed by pictures and discussions of several data centers from Microsoft (mainly) and Google. The role of containers is stressed as part of modular data centers that trade scalability for fault tolerance. Sizes of cloud centers and supercomputers are discussed as is ''green'' computing.</p>"
24,Cloud Computing Technology Part III: Architectures and Applications,2,Cloud (Data Center) Architectures II,,,assets/slides/Lecture_24.pptx,3HAGqz34AB4,"<p>Some remarks on what it takes to build (in software) a cloud ecosystem, and why clouds are the data center of the future are followed by pictures and discussions of several data centers from Microsoft (mainly) and Google. The role of containers is stressed as part of modular data centers that trade scalability for fault tolerance. Sizes of cloud centers and supercomputers are discussed as is ''green'' computing.</p>"
24,Cloud Computing Technology Part III: Architectures and Applications,3,Cloud applications I,,,assets/slides/Lecture_24.pptx,nkeSOMTGbbo,"<p>This lesson starts with some general principle and commercial success stories. It continues with a classification of applications and an identification of what will run on clouds, grids, high throughput systems and supercomputers. Results from Venus-C and the Microsoft Excel Datascope are discussed. The latter illustrates the suitability of many data intensive problems for cloud computing. Clouds are also especially relevant in pleasing parallel applications and the lower parts of the famous computing pyramid; the very many modest size applications.</p>"
24,Cloud Computing Technology Part III: Architectures and Applications,4,Cloud applications II,,,assets/slides/Lecture_24.pptx,ORd3aBhc2Rc,"<p>This lesson starts with some general principle and commercial success stories. It continues with a classification of applications and an identification of what will run on clouds, grids, high throughput systems and supercomputers. Results from Venus-C and the Microsoft Excel Datascope are discussed. The latter illustrates the suitability of many data intensive problems for cloud computing. Clouds are also especially relevant in pleasing parallel applications and the lower parts of the famous computing pyramid; the very many modest size applications.</p>"
24,Cloud Computing Technology Part III: Architectures and Applications,5,Security,,,assets/slides/Lecture_24.pptx,NojXG3fbrEo,<p>This short lesson discusses the need for security and issues in its implementation.</p>
24,Cloud Computing Technology Part III: Architectures and Applications,6,Comments on Fault Tolerance and Synchronicity Constraints,,,assets/slides/Lecture_24.pptx,OMZiSiN7dlU,<p>Clouds trade scalability for greater possibility of faults but here clouds offer good support for recovery from faults. We discuss both storage and program fault tolerance noting that parallel computing is especially sensitive to faults as a fault in one task will impact all other tasks in the parallel job.</p>
24,Cloud Computing Technology Part III: Architectures and Applications,7,Big Data Processing (From Application Perspective; Technology discussed in previous unit),,,assets/slides/Lecture_24.pptx,d6A2m4GR-hw,"<p>This lesson collects remarks on Big data processing from several sources: Berkeley, Teradata, IBM, Oracle and eBay with architectures and application opportunities.</p>"
25,Web Search and Text Mining I,1,Web and Document/Text Search: The Problem,,,assets/slides/Lecture_25.pptx,T12BccKe8p4,"<p>This lesson starts with the web with its size, shape (coming from the mutual linkage of pages by URL's) and universal power laws for number of pages with particular number of URL's linking out or in to page.</p>"
25,Web Search and Text Mining I,2,Information Retrieval leading to Web Search,,,assets/slides/Lecture_25.pptx,KtWhk2cdRa4,<p>Information retrieval is introduced  A comparison is given between semantic searches as in databases and the full text search that is base of Web search. The ACM classification illustrates potential complexity of ontologies. Some differences between web search and information retrieval are given.</p>
25,Web Search and Text Mining I,3,History behind Web Search,,,assets/slides/Lecture_25.pptx,J7D61uH5gVM,"<p>The origin of web search in libraries, catalogs and concordances is summarized.</p>"
25,Web Search and Text Mining I,4,Key Fundamental Principles behind Web Search,,,assets/slides/Lecture_25.pptx,yPFi6xFnDHE,"<p>This lesson describes the DIKW -- Data Information Knowledge Wisdom -- model for web search. Then it discusses documents, collections and the important Bag of Words representation.</p>"
25,Web Search and Text Mining I,5,Information Retrieval (Web Search) Components,,,assets/slides/Lecture_25.pptx,EGsnonXgb3Y,"<p>This describes queries in context of an Information Retrieval architecture. The method of judging quality of results including recall, precision and diversity is described.</p>"
25,Web Search and Text Mining I,6,Search Engines,,,assets/slides/Lecture_25.pptx,kBV-99N6f7k,<p>This short lesson describes a time line for evolution of search engines. The first web search approaches were directly built on Information retrieval but in 1998 the field was changed when Google was founded and showed the importance of URL structure as exemplified by PageRank.</p>
25,Web Search and Text Mining I,7,Boolean and Vector Space Models,,,assets/slides/Lecture_25.pptx,JzGBA0OhsIk,<p>This lesson describes the Boolean and Vector Space models for query including the cosine similarity</p>
25,Web Search and Text Mining I,8,Web crawling and Document Preparation,,,assets/slides/Lecture_25.pptx,Wv-r-PJ9lro,<p>This describes a Web Crawler and then the steps needed to analyze data from Web and produce a set of terms</p>
25,Web Search and Text Mining I,9,Indices,,,assets/slides/Lecture_25.pptx,NY2SmrHoBVM,<p>This lesson describes both building and accessing an inverted index. It describes how phrases are treated and gives details of query structure from some early logs</p>
25,Web Search and Text Mining I,10,TF-IDF and Probabilistic Models,,,assets/slides/Lecture_25.pptx,9P_HUmpselU,<p>It describes the importance of term specificity and how it is captured in TF-IDF. It notes how frequencies are converted into belief and relevance</p>
26,Web Search and Text Mining II,1,Data Analytics for Web Search,,,assets/slides/Lecture_26.pptx,ugyycKBjaBQ,"<p>This short lesson describes the different steps needed in web search including: Get the digital data (from web or from scanning); Crawl web; Preprocess data to get searchable things (words, positions); Form Inverted Index mapping words to documents; Rank relevance of documents with potentially sophisticated techniques; and integrate technology to support advertising and ways to allow or stop pages artificially enhancing relevance.</p>"
26,Web Search and Text Mining II,2,Link Structure Analysis including PageRank I,,,assets/slides/Lecture_26.pptx,1oXdopVxqfI,<p>The value of links and the concepts of Hubs and Authorities are discussed. This leads to definition of PageRank with examples. Extensions of PageRank viewed as a reputation are discussed with journal rankings and university department rankings as examples. There are many extension of these ideas which are not discussed here although topic models are covered briefly in a later lesson.</p>
26,Web Search and Text Mining II,3,Link Structure Analysis including PageRank II,,,assets/slides/Lecture_26.pptx,OCn-gCTxvrU,<p>The value of links and the concepts of Hubs and Authorities are discussed. This leads to definition of PageRank with examples. Extensions of PageRank viewed as a reputation are discussed with journal rankings and university department rankings as examples. There are many extension of these ideas which are not discussed here although topic models are covered briefly in a later lesson.</p>
26,Web Search and Text Mining II,4,Web Advertising and Search,,,assets/slides/Lecture_26.pptx,GgkmG0NzQvg,"<p>Internet and mobile advertising is growing fast and can be personalized more than for traditional media. There are several advertising types Sponsored search, Contextual ads, Display ads and different models: Cost per viewing, cost per clicking and cost per action. This leads to emerging field of computational advertising.</p>"
26,Web Search and Text Mining II,5,Clustering and Topic Models,,,assets/slides/Lecture_26.pptx,95cHMyZ-TUs,<p>We discuss briefly approaches to defining groups of documents. We illustrate this for Google News and give an example that this can give different answers from word-based analyses. We mention some work at Indiana University on a Latent Semantic Indexing model.</p>
27,Technology for X-Informatics: PageRank (Python & Java Track),1,Calculate PageRank from Web Linkage Matrix I,,,assets/slides/Lecture_27.pptx,rLWUvvcHrCQ,<p>Geoffrey takes two simple matrices for 6 and 8 web sites respectively to illustrate the calculation of PageRank.</p>
27,Technology for X-Informatics: PageRank (Python & Java Track),2,Calculate PageRank from Web Linkage Matrix II,,,assets/slides/Lecture_27.pptx,UzQRukCFQv8,<p>Geoffrey takes two simple matrices for 6 and 8 web sites respectively to illustrate the calculation of PageRank.</p>
27,Technology for X-Informatics: PageRank (Python & Java Track),3,Calculate PageRank of a real page,,Three Other Methods,assets/slides/Lecture_27.pptx,8L_72bRLQVk,<p>This tiny lesson presents a Python code that finds the Page Rank that Google calculates for any page on the web</p>
28,Technology for X-Informatics: K-means (Python & Java Track),1,K-means in Python,,,assets/slides/Lecture_28.pptx,I79ISV6XBbE,<p>Geoffrey uses the K-means Python code in SciPy package to show real code for clustering and applies it a set of 85 two dimensional vectors -- officially sets of weights and heights to be clustered to find T-shirt sizes. We run through Python code with Matplotlib displays to divide into 2-5 clusters. Then we discuss Python to generate 4 clusters of varying sizes and centered at corners of a square in two dimensions. We formally give the K means algorithm better than before and make definition consistent with code in SciPy</p>
28,Technology for X-Informatics: K-means (Python & Java Track),2,Analysis of 4 Artificial Clusters I,,,assets/slides/Lecture_28.pptx,Srgq9VDg4C8,<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>
28,Technology for X-Informatics: K-means (Python & Java Track),3,Analysis of 4 Artificial Clusters II,,,assets/slides/Lecture_28.pptx,rjyAXjA_mOk,<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>
28,Technology for X-Informatics: K-means (Python & Java Track),4,Analysis of 4 Artificial Clusters III,,,assets/slides/Lecture_28.pptx,N6QKyrhNVAc,<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>
29,Technology for X-Informatics: MapReduce,1,Introduction,,,assets/slides/Lecture_29.pptx,67qFY64aj7g,<p>This introduction uses an analogy to making fruit punch by slicing and blending fruit to illustrate MapReduce. The formal structure of MapReduce and Iterative MapReduce is presented with parallel data flowing from disks through multiple Map and Reduce phases to be inspected by the user</p>
29,Technology for X-Informatics: MapReduce,2,Advanced Topics I,,,assets/slides/Lecture_29.pptx,lo4movzSyVw,<p>This defines 4 types of MapReduce and the Map Collective model of Qiu. The  Iterative MapReduce model from Indiana University called Twister is described and a few performance measurements on Microsoft Azure are presented.</p>
29,Technology for X-Informatics: MapReduce,3,Advanced Topics II,,,assets/slides/Lecture_29.pptx,wnanWncQBow,<p>This defines 4 types of MapReduce and the Map Collective model of Qiu. The  Iterative MapReduce model from Indiana University called Twister is described and a few performance measurements on Microsoft Azure are presented.</p>
30,Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python & Java Track),1,MapReduce Kmeans in Python I,,,assets/slides/Lecture_30.pptx,2El1oL3gKpQ,<p>Geoffrey modifies the SciPy K-means code to support a MapReduce execution style and runs it in this short unit. This illustrates the key ideas of mappers and reducers. With appropriate runtime this code would run in parallel but here the ''parallel'' maps run sequentially. Geoffrey stresses that this simple 2 map version can be generalized to scalable parallelism.</p>
30,Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python & Java Track),2,MapReduce Kmeans in Python II,,MapReduce Kmeans in Python II,assets/slides/Lecture_30.pptx,LLrTWWdE3T0,<p>Geoffrey modifies the SciPy K-means code to support a MapReduce execution style and runs it in this short unit. This illustrates the key ideas of mappers and reducers. With appropriate runtime this code would run in parallel but here the ''parallel'' maps run sequentially. Geoffrey stresses that this simple 2 map version can be generalized to scalable parallelism.</p>
31,X-Informatics Case Study: Health Informatics,1,Big Data and Health,,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,i7volfOVAmY,"<p>This lesson starts with general aspects of Big Data and Health including listing subareas where Big data important. Data sizes are given in  radiology, genomics, personalized medicine, and the Quantified Self movement, with sizes and access to European Bioinformatics Institute.</p>"
31,X-Informatics Case Study: Health Informatics,2,McKinsey Report on the big-data revolution in US health care,,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,bBoHzRjMEmY,"<p>This lesson covers 9 aspects of the McKinsey report. These are the convergence of multiple positive changes has created a tipping point for innovation; Primary data pools are at the heart of the big data revolution in healthcare; Big data is changing the paradigm: these are the value pathways; Applying early successes at scale could reduce US healthcare costs by $300 billion to $450 billion; Most new big-data applications target consumers and providers across pathways; Innovations are weighted towards influencing individual decision-making levers; Big data innovations use a range of public, acquired, and proprietary data types; Organizations implementing a big data transformation should provide the leadership required for the associated cultural transformation; Companies must develop a range of big data capabilities</p>"
31,X-Informatics Case Study: Health Informatics,3,Microsoft Report on Big Data in Health,,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,PjffvVgj1PE,"<p>This lesson identifies data sources as Clinical Data, Pharma & Life Science Data, Patient & Consumer Data, Claims & Cost Data and Correlational Data. Three approaches are Live data feed, Advanced analytics and Social analytics.</p>"
31,X-Informatics Case Study: Health Informatics,4,EU Report on Redesigning health in Europe for 2020,,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,9mbt_ZSs0iw,"<p>This lesson summarizes an EU Report on Redesigning health in Europe for 2020. The power of data is seen as a lever for change in My Data, My decisions; Liberate the data; Connect up everything; Revolutionize health; and Include Everyone removing the current correlation between health and wealth.</p>"
31,X-Informatics Case Study: Health Informatics,5,Clouds and Health,,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,9Whkl_UPS5g,<p>This lesson starts with a look at a start up using clouds in Health/Medical informatics. Then we review an online presentation on Healthcare and clouds. Conforming with HIPAA act is important. Advantages of clouds include low cost and ease of anywhere access and convenience of sharing information. Security and privacy are main problem area.</p>
31,X-Informatics Case Study: Health Informatics,6,"Genomics, Proteomics and Information Visualization I",,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,r1yENstaAUE,<p>A study of an Azure application with an Excel frontend and a cloud BLAST backend starts this lesson. This is followed by a big data analysis of personal genomics and an analysis of a typical DNA sequencing analytics pipeline. The Protein Sequence Universe is defined and used to motivate Multi dimensional Scaling MDS. Sammon's method is defined and its use illustrated by a metagenomics example. Subtleties in use of MDS include a monotonic mapping of the dissimilarity function. The application to the COG Proteomics dataset is discussed. We note that the MDS approach is related to the well known chisq method and some aspects of nonlinear minimization of chisq (Least Squares) are discussed.</p>
31,X-Informatics Case Study: Health Informatics,7,"Genomics, Proteomics and Information Visualization II",,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,_F1Eo6bfN0w,<p>This lesson continues the discussion of the COG Protein Universe introduced in the last lesson. It is shown how Proteomics clusters are clearly seen in the Universe browser. This motivates a side remark on different clustering methods applied to metagenomics. Then we discuss the Generative Topographic Map GTM method that can be used in dimension reduction when original data is in a metric space and is in this case faster than MDS as GTM computational complexity scales like N not N squared as seen in MDS. Examples are given of GTM including an application to topic models in Information Retrieval. Indiana University has developed a deterministic annealing improvement of GTM. 3 separate clusterings are projected for visualization and show very different structure emphasizing the importance of visualizing results of data analytics. The final slide shows  an application of MDS to generate and visualize phylogenetic trees.</p>
31,X-Informatics Case Study: Health Informatics,8,"Genomics, Proteomics and Information Visualization III",,,https://iu.box.com/shared/static/r9ttvq7fq4jwdnp51dlo.pptx,R1svGGKipkc,<p>This lesson continues the discussion of the COG Protein Universe introduced in the last lesson. It is shown how Proteomics clusters are clearly seen in the Universe browser. This motivates a side remark on different clustering methods applied to metagenomics. Then we discuss the Generative Topographic Map GTM method that can be used in dimension reduction when original data is in a metric space and is in this case faster than MDS as GTM computational complexity scales like N not N squared as seen in MDS. Examples are given of GTM including an application to topic models in Information Retrieval. Indiana University has developed a deterministic annealing improvement of GTM. 3 separate clusterings are projected for visualization and show very different structure emphasizing the importance of visualizing results of data analytics. The final slide shows  an application of MDS to generate and visualize phylogenetic trees.</p>
32,X-Informatics Case Study: Sensors,1,Internet of Things,,,https://iu.box.com/shared/static/1n6v1h9xqjk4gc0nag8a.pptx,fFMvxYW6Yu0,"<p>There are predicted to be 24-50 Billion devices on the Internet by 2020; these are typically some sort of sensor defined as any source or sink of time series data. Sensors include smartphones, webcams, monitors of machine operation, barcodes, surveillance cameras, scientific sensors (especially in earth and environmental science), drones and self driving cars and more generally transportation systems. The lesson gives many examples of distributed sensors, which form a Grid that is controlled by a cloud.</p>"
32,X-Informatics Case Study: Sensors,2,Sensor Clouds,,,https://iu.box.com/shared/static/1n6v1h9xqjk4gc0nag8a.pptx,0egT1FsVGrU,<p>Geoffrey describes the architecture of a Sensor Cloud control environment and gives example of interface to an older version of it. The performance of system is measured in terms of processing latency as a function of number of involved sensors with each delivering data at 1.8 Mbps rate.</p>
32,X-Informatics Case Study: Sensors,3,Earth/Environment/Polar Science data gathered by Sensors,,,https://iu.box.com/shared/static/1n6v1h9xqjk4gc0nag8a.pptx,CS2gX7axWfI,<p>This lesson gives examples of some sensors in the Earth/Environment/Polar Science field. It starts with material from the CReSIS polar remote sensing project and then looks at the NSF Ocean Observing Initiative and NASA's MODIS or Moderate Resolution Imaging Spectroradiometer instrument on a satellite.</p>
32,X-Informatics Case Study: Sensors,4,Ubiquitous/Smart Cities,,,https://iu.box.com/shared/static/1n6v1h9xqjk4gc0nag8a.pptx,MFFIItQ3SOo,<p>For Ubiquitous/Smart cities we give two examples: Iniquitous Korea and smart electrical grids</p>
32,X-Informatics Case Study: Sensors,5,U-Korea(U=Ubiquitous),,,https://iu.box.com/shared/static/1n6v1h9xqjk4gc0nag8a.pptx,wdot23r4YKs,"<p>Korea has an interesting positioning where it is first worldwide in broadband access per capita, e-government, scientific literacy and total working hours. However it is far down in measures like quality of life and GDP. U-Korea aims to improve the latter by Pervasive computing, everywhere, anytime i.e. by spreading sensors everywhere. The example of a 'High-Tech Utopia' New Songdo is given.</p>"
32,X-Informatics Case Study: Sensors,6,Smart Grid,,,https://iu.box.com/shared/static/1n6v1h9xqjk4gc0nag8a.pptx,m3eX8act0GU,"<p>The electrical Smart Grid aims to enhance USA's aging electrical infrastructure by pervasive deployment of sensors and the integration of their measurement in a cloud or equivalent server infrastructure. A variety of new instruments include smart meters, power monitors, and measures of solar irradiance, wind speed, and temperature. One goal is autonomous local power units where good use is made of waste heat.</p>"
33,X-Informatics Case Study: Radar,1,Introduction,,,https://iu.box.com/shared/static/0r8m5fpuih5bdrcfvkic.pptx,LXOncC2AhsI,"<p>This unit motivates radar-informatics by building on previous discussions on why X-applications are growing in data size and why analytics are necessary for acquiring knowledge from large data. The unit details three mosaics of a changing Greenland ice sheet and provides a concise overview to subsequent lessons by detailing explaining how other remote sensing technologies, such as the radar, can be used to sound the polar ice sheets and what we are doing with radar images to extract knowledge to be incorporated into numerical models.</p>"
33,X-Informatics Case Study: Radar,2,Remote Sensing,,,https://iu.box.com/shared/static/0r8m5fpuih5bdrcfvkic.pptx,TTrm9rmZySQ,"<p>This explains the basics of remote sensing, the characteristics of remote sensors and remote sensing applications. Emphasis is on image acquisition and data collection in the electromagnetic spectrum.</p>"
33,X-Informatics Case Study: Radar,3,Ice Sheet Science,,,https://iu.box.com/shared/static/0r8m5fpuih5bdrcfvkic.pptx,rDpjMLguVBc,<p>This unit provides a brief understanding on why melt water at the base of the ice sheet can be detrimental and why it's important for sensors to sound the bedrock.</p>
33,X-Informatics Case Study: Radar,4,Global Climate Change,,,https://iu.box.com/shared/static/0r8m5fpuih5bdrcfvkic.pptx,f9hzzJX0qDs,"<p>This unit provides an understanding and the processes for the greenhouse effect, how warming effects the Polar Regions, and the implications of a rise in sea level.</p>"
33,X-Informatics Case Study: Radar,5,Radio Overview,,,https://iu.box.com/shared/static/0r8m5fpuih5bdrcfvkic.pptx,PuI7F-RMKCI,"<p>This unit provides an elementary introduction to radar and its importance to remote sensing, especially to acquiring information about Greenland and Antarctica.</p>"
33,X-Informatics Case Study: Radar,6,Radio Informatics,,,https://iu.box.com/shared/static/0r8m5fpuih5bdrcfvkic.pptx,q3Pwyt49syE,"<p>This unit focuses on the use of sophisticated computer vision algorithms, such as active contours and a hidden markov model to support data analysis for extracting layers, so ice sheet models can accurately forecast future changes in climate.</p>"
